VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,CONTRACT NUMBER,VENDOR NAME,CASHED
PVRF514045719,77761.68,07/17/2019,DEPT OF GENERAL SERVICES,21974,"BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508, COUNTY OF COOK & STATE OF ILLINOIS",True
PVCI497854460,678.6,02/14/2019,DEPARTMENT OF REVENUE,24027,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99562078761,7102.23,11/12/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,17739,SALVATION ARMY FAMILY & COMMUNITY SERVICES,True
PV99951776675,1808.91,01/21/2019,DEPT OF FAMILY AND SUPPORT SERVICES,19847,OPEN DOOR CLINIC OF GREATER ELGIN,True
PVCI781419906,21281.37,12/07/2018,DEPT OF FAMILY AND SUPPORT SERVICES,20293,AIDS FOUNDATION OF CHICAGO|CLEANED-UP,True
PV27170244777,4313.93,03/06/2018,DEPT OF GENERAL SERVICES,DV,"ALIGN NETWORKS, INC.",True
CVIP520017202,2251.95,04/05/2019,DEPT OF FLEET MGMT,33717,"SILK SCREEN EXPRESS, INC.",True
CVIP511739133,2870.1,10/14/2018,DEPT OF FAMILY AND SUPPORT SERVICES,26313,ALL CHICAGO MAKING HOMELESSNESS HISTORY,True
PV99596135569,359.03,09/19/2018,DEPARTMENT OF BUILDINGS,33717,"OFFICE DEPOT, INC.",True
PVRF164262215,160530.67,03/30/2019,DEPARTMENT OF WATER MANAGEMENT,102621,"CDW GOVERNMENT, LLC.",True
PVCI744014884,9787.79,08/27/2018,OFFICE OF EMERGENCY COMMUNICATION,18085,VICTORIA LEGAL & CORPORATE SERVICES,True
PV27331348568,164211.32,07/10/2019,DEPT OF FAMILY AND SUPPORT SERVICES,DV,TITAN MANAGEMENT CORP,True
PVCI113879434,5270.46,02/05/2018,DEPARTMENT OF WATER MANAGEMENT,T26824,MIDLAND ORTHOPEDIC ASSOCIATES 01,True
CVIP887829757,7477.06,03/19/2018,DEPT OF AVIATION,65749,"ABC HUMANE WILDLIFE CONTROL & PREVENTION INC,",True
PV99476904382,14392.76,07/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,31001,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP009062941,3479.34,06/08/2019,DEPT OF GENERAL SERVICES,29742,HIGHWAY SAFETY CORPORATION.,True
PV39735903901,6257.14,10/25/2019,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,18086,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,True
PV27707808047,1188.35,09/04/2019,DEPARTMENT OF WATER MANAGEMENT,24027,VERITEXT,True
PVCI252728454,35807.32,02/10/2018,DEPARTMENT OF CULTURAL AFFAIRS,34452,UNIVERSITY OF CHICAGO 03,True
PV99880521860,1681.22,01/28/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,19542,"OFFICE DEPOT, INC.",True
PV27217335679,830.17,08/01/2018,DEPARTMENT OF CULTURAL AFFAIRS,19539,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV39699104488,3717.4,03/25/2018,DEPT OF FLEET MGMT,DV,VERIZON WIRELESS,False
PV27736719509,1634.71,10/18/2019,DEPT OF AVIATION,19542,METROPOLITAN FAMILY SERVICE,True
PVRF037101811,14535.89,10/20/2018,DEPARTMENT OF CULTURAL AFFAIRS,47144,QUILL CORPORATION,True
PV39391529628,102708.49,01/23/2018,DEPT OF GENERAL SERVICES,30015,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,True
PV39290300250,111.29,05/01/2019,DEPT OF GENERAL SERVICES,31999,WHEELS LT,True
PVRF041847532,214.09,03/23/2019,DEPT OF AVIATION,26901,"OFFICE DEPOT, INC.",True
PV27775098459,299813.44,01/04/2019,DEPT OF COMMUNITY DEVELOPMENT,36561,HAYMARKET CENTER,True
CVIP965687203,4086.98,10/03/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,30545,CANON SOLUTIONS AMERICA INC,True
PVRF054311386,11592.38,06/14/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19755,HIGHWAY SAFETY CORPORATION.,True
CVIP758427456,9018.38,07/12/2018,DEPT OF COMMUNITY DEVELOPMENT,21859,AT&T CORP,True
PV27882509405,332001.33,11/16/2019,DEPT OF FAMILY AND SUPPORT SERVICES,91165,"LEOPARDO COMPANIES, INC",True
CVIP791564272,27160.36,02/20/2019,DEPT OF AVIATION,15257,METROPOLITAN FAMILY SERVICE,True
PVRF204518174,3908.24,06/30/2018,DEPARTMENT OF WATER MANAGEMENT,15257,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
CVIP690602630,5993.87,11/17/2018,DEPT OF GENERAL SERVICES,36561,"URLAUB, BOWEN & ASSOCIATES. INC.",True
CVIP363927366,148474.87,06/15/2018,DEPT OF STREETS & SANITATION,30986,PALM ELECTRIC COMPANY,True
PV27458899196,2089.41,08/11/2018,DEPARTMENT OF WATER MANAGEMENT,69568,COMCAST OF CHICAGO INC,True
PVCI528210341,138759.8,02/22/2018,DEPT OF FAMILY AND SUPPORT SERVICES,67510,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV27056825026,223483.8,05/02/2019,DEPT OF GENERAL SERVICES,21859,"OPEN KITCHENS, INC.",True
PVRF352264469,670.08,07/23/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30014,"ABC HUMANE WILDLIFE CONTROL & PREVENTION INC,",True
CVIP193204727,81948.36,06/01/2018,DEPT OF FAMILY AND SUPPORT SERVICES,40336,TRI-ANGLE FABRICATION & BODY,True
PVCI582410218,14988.55,11/12/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,41933,VERIZON WIRELESS,True
PV27281985501,7847.57,05/25/2018,CHICAGO PUBLIC LIBRARY,74381,AT&T CORP,True
PVCI345499841,1877.45,12/13/2018,DEPARTMENT OF ENVIROMENT,30303,QUILL CORPORATION,True
PVRF789757717,313613.14,04/21/2019,DEPT OF STREETS & SANITATION,1416,PAN-OCEANIC ENGINEERING CO INC,True
PV39301039012,23288.17,07/24/2018,DEPT OF AVIATION,1416,"EASTER SEALS METROPOLITAN CHICAGO, INC.",True
PV99949254265,1087.18,09/12/2018,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,1416,VERIZON WIRELESS,True
PV99052165846,189.42,11/23/2019,DEPT OF FAMILY AND SUPPORT SERVICES,25098,UNITED PARCEL SERVICE 01,True
PV27616934635,6564.56,08/04/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28466,CHICAGO URBAN LEAGUE DEV CORP,True
PV27395419235,16832.49,08/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,73158,AIR ONE EQUIPMENT INC,True
PV99489095691,70228.39,11/11/2018,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,29859,CHICAGO COMMONS ASSOCIATION,True
PV99012016838,828.82,08/28/2019,CHICAGO PUBLIC LIBRARY,41708,COMCAST OF CHICAGO INC,True
PV27806067967,14.86,03/21/2018,DEPARTMENT OF WATER MANAGEMENT,22875,HERTZ VEHICLES LLC,True
CVIP237822206,830.65,03/09/2019,DEPT OF STREETS & SANITATION,28364,NORTHWESTERN MED. FAC. FOUNDATION,True
PV27790406609,5326.76,08/25/2018,DEPT OF GENERAL SERVICES,25098,"PROGRESSIVE INDUSTRIES, INC.",True
PV99561881105,23632.0,09/21/2019,DEPT OF FAMILY AND SUPPORT SERVICES,47144,HERC RENTALS INC,True
PV99501064327,1963.76,05/26/2019,DEPT OF GENERAL SERVICES,58539,COMCAST OF CHICAGO INC,True
PV99031934278,4482.49,01/11/2019,OFFICE FOR PEOPLE WITH DISABILITIES,34450,"TPA NETWORK, INC C/O",True
PV99264378224,49845.69,04/06/2019,DEPT OF GENERAL SERVICES,29709,ONWARD NEIGHBORHOOD HOUSE,True
PV99475821544,41476.42,11/01/2018,DEPT OF FAMILY AND SUPPORT SERVICES,14731,SET ENVIRONMENTAL INC,True
PVRF148860706,27922.44,02/08/2018,DEPARTMENT OF WATER MANAGEMENT,28466,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVCI318355361,2516.13,07/30/2019,CHICAGO PUBLIC LIBRARY,66942,SECRETARY OF STATE,True
CVIP300585224,3401.88,04/11/2018,DEPARTMENT OF LAW,18085,CORNERSTONE COMMUNITY OUTREACH,True
CVIP806788714,15044.52,10/25/2019,DEPT OF FAMILY AND SUPPORT SERVICES,24512,TRI-ANGLE FABRICATION & BODY,True
PV27118334199,85651.61,08/26/2018,DEPT OF BUSINESS & INFORMATION SERVICES,33717,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,True
PVRF563809227,29.45,11/13/2019,DEPARTMENT OF POLICE,32230,P V HOLDING CORP,True
PV99991394840,4971.65,04/09/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,31999,MIDLAND ORTHOPEDIC ASSOCIATES 01,True
PVRF509434982,9630.52,07/15/2019,DEPT OF STREETS & SANITATION,41708,OZINGA READY MIX CONCRETE INC,True
PVCI519107178,21150.71,09/21/2018,DEPT OF BUSINESS & INFORMATION SERVICES,30986,SALVATION ARMY FAMILY & COMMUNITY SERVICES,True
PV27888696448,28504.46,01/30/2019,DEPARTMENT OF WATER MANAGEMENT,34452,"EASTER SEALS METROPOLITAN CHICAGO, INC.",True
PVCI635190612,5015743.96,11/17/2018,DEPT OF BUSINESS & INFORMATION SERVICES,47754,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",False
PVRF344576043,744.63,04/28/2018,DEPT OF BUSINESS & INFORMATION SERVICES,27914,"TERRACON CONSULTANTS, INC.",True
PV39346628291,102742.04,06/07/2018,DEPT OF FLEET MGMT,102621,"MCDONAGH DEMOLITION, INC.",True
PV99932056913,1673.2,09/30/2019,DEPT OF GENERAL SERVICES,30298,HERC RENTALS INC,True
PV39365104300,687.27,06/15/2019,DEPT OF GENERAL SERVICES,32564,"OFFICE DEPOT, INC.",True
CVIP540491473,201.93,05/26/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28295,VERITEXT,True
PV39719765216,9148.71,01/03/2018,DEPARTMENT OF HEALTH,30301,"GRAYBAR ELECTRIC COMPANY, INC",True
PV39969871136,102935.75,04/10/2019,DEPT OF BUSINESS & INFORMATION SERVICES,25098,FIRST SCRIPT,True
PV39008881270,11082.47,04/23/2019,DEPARTMENT OF BUILDINGS,DV,VERTEX MANAGEMENT CORP,True
PVCI539410996,2263.83,07/11/2019,DEPT OF FAMILY AND SUPPORT SERVICES,24027,"URLAUB, BOWEN & ASSOCIATES. INC.",True
PV27256476016,32400.4,09/07/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29742,SALVATION ARMY FAMILY & COMMUNITY SERVICES,True
CVIP476697517,4637.99,01/31/2018,DEPT OF COMMUNITY DEVELOPMENT,33371,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,True
PV27417445569,24.06,11/05/2019,CHICAGO PUBLIC LIBRARY,26313,P V HOLDING CORP,True
PV39856576085,6599.01,09/20/2019,DEPT OF BUSINESS & INFORMATION SERVICES,30586,KOAL ENTERPRISES INC,True
PV39207373691,34362.05,09/20/2019,DEPT OF COMMUNITY DEVELOPMENT,24025,"CDW GOVERNMENT, LLC.",True
PVRF442036333,14093.75,07/31/2018,DEPT OF BUSINESS & INFORMATION SERVICES,28466,SALVATION ARMY FAMILY & COMMUNITY SERVICES,True
PV27933433681,3819.73,08/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,67510,BUILDERS CHICAGO CORPORATION,True
PV39458498144,217651.4,10/23/2019,DEPARTMENT OF HEALTH,28295,"LANDRUM & BROWN, INC",True
PVCI182865374,186193.38,03/10/2018,DEPT OF GENERAL SERVICES,30043,CARE PLUS LLC,True
PV39695900738,972.91,04/01/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19539,FEDEX,True
PV99351105455,892.08,09/24/2019,DEPT OF BUSINESS & INFORMATION SERVICES,29937,GREATER ILLINOIS TITLE COMPANY,True
PV39692419546,33911.48,02/09/2018,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,21859,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",True
PV27367321220,5810.95,01/18/2019,DEPT OF GENERAL SERVICES,28820,THOMSON WEST,True
PVCI818622889,2652.91,07/09/2019,DEPT OF AVIATION,30298,MSC INDUSTRIAL SUPPLY CO,True
CVIP548938789,3049.42,08/25/2019,CHICAGO PUBLIC LIBRARY,30545,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,True
PV99107123131,3722.93,04/12/2018,DEPT OF AVIATION,33469,AT & T 09,True
PV39844728660,1605.06,10/14/2018,DEPT OF AVIATION,30014,THRESHOLDS,True
PVRF112084741,32030.48,06/26/2019,DEPT OF GENERAL SERVICES,67510,SAFER FOUNDATION,True
PVRF403661279,606.25,07/13/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,30016,"OFFICE DEPOT, INC.",True
PV99196638059,6047.34,03/04/2019,DEPT OF GENERAL SERVICES,29709,HIGHWAY SAFETY CORPORATION.,True
CVIP742646862,678.33,08/05/2019,DEPT OF FAMILY AND SUPPORT SERVICES,41708,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV27418856594,27217.51,01/30/2018,DEPT OF AVIATION,24932,ONWARD NEIGHBORHOOD HOUSE,True
PVCI520987001,63004.47,06/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19542,TAFT STETTINIUS HOLLISTER LLP CHICAGO,True
PV27765108172,21894.11,10/23/2018,DEPT OF GENERAL SERVICES,24026,VERIZON WIRELESS,True
PV39523317220,364.12,09/21/2019,DEPT OF COMMUNITY DEVELOPMENT,33717,"OFFICE DEPOT, INC.",True
PV27924182128,57660.69,08/12/2019,DEPARTMENT OF WATER MANAGEMENT,19651,A SAFE HAVEN FOUNDATION,True
CVIP643730935,1690.14,05/08/2019,DEPARTMENT OF BUILDINGS,DV,SUMMIT PARTNERS LP,False
PVCI615025657,201837.28,06/11/2018,CHICAGO PUBLIC LIBRARY,25098,"MEDRISK, INC",True
PV99728910344,508894.85,12/24/2018,DEPT OF FAMILY AND SUPPORT SERVICES,73156,AECOM TECHNICAL SERVICES,True
PV27472168858,5479.91,09/26/2019,DEPT OF AVIATION,41708,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PVRF146498174,1019.37,09/17/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19550,SCR MEDICAL TRANSPORTATIONS INC LS,True
PV99734862990,74941.87,06/09/2019,DEPARTMENT OF WATER MANAGEMENT,19542,ENTERPRISE LEASING CO OF CHICAGO,True
PV27437796641,12967.22,04/12/2019,DEPARTMENT OF WATER MANAGEMENT,46305,"EASTER SEALS METROPOLITAN CHICAGO, INC.",True
CVIP668453930,6304.42,06/14/2018,DEPT OF STREETS & SANITATION,30016,OLIVE BRANCH MISSION,True
PV99196470658,34646.33,09/13/2018,DEPARTMENT OF POLICE,21859,"PROGRESSIVE INDUSTRIES, INC.",True
PV99535260690,3240.38,05/14/2018,DEPT OF GENERAL SERVICES,30298,PUBLIC HEALTH INSTITUTE OF METROPOLITAN CHICAGO,True
PV27271019285,957.27,06/05/2019,DEPT OF BUSINESS & INFORMATION SERVICES,47144,PRODUCTION DISTRIBUTION COMPANIES,True
PVRF828188860,81.87,05/06/2018,DEPT OF FAMILY AND SUPPORT SERVICES,14731,HERTZ VEHICLES LLC,True
PV27626370980,2506.44,08/16/2018,DEPT OF COMMUNITY DEVELOPMENT,30301,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,True
PVRF751977916,7616.42,05/11/2019,DEPT OF FAMILY AND SUPPORT SERVICES,28295,"INTER-CITY SUPPLY CO., INC.",True
PV99499588284,6276.72,09/24/2019,DEPT OF FAMILY AND SUPPORT SERVICES,65749,PUERTO RICAN CULTURAL CENTER,True
PV27376303424,1434.16,01/07/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,3718,THRESHOLDS,True
PV99222657398,6695.58,02/11/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24026,G & V CONSTRUCTION CO INC,True
PV99278471630,7710.78,08/10/2018,DEPARTMENT OF HEALTH,28820,DELL MARKETING LP.,True
PV39006253291,556113.37,05/18/2018,DEPT OF GENERAL SERVICES,58539,G & V CONSTRUCTION CO INC,True
CVIP152955428,12298.79,09/13/2018,DEPT OF GENERAL SERVICES,33371,CORNERSTONE COMMUNITY OUTREACH,True
PV27390563854,18.48,10/08/2019,DEPT OF FAMILY AND SUPPORT SERVICES,91165,WHEELS LT,True
PV39122767051,160974.64,10/31/2019,DEPT OF FAMILY AND SUPPORT SERVICES,30298,UNIVERSITY OF CHICAGO 03,True
PV39711023035,28.89,09/23/2019,DEPT OF BUSINESS & INFORMATION SERVICES,41933,P V HOLDING CORP,True
PVRF100756773,8827.28,11/12/2018,DEPT OF STREETS & SANITATION,15451,"DELTA DEMOLITION, INC",True
CVIP273793641,71821.68,04/24/2018,DEPARTMENT OF REVENUE,24932,CHICAGO COMMONS ASSOCIATION 02,True
PV99487703228,3184.68,09/29/2018,CHICAGO DEPARTMENT OF TRANSPORTATION,65749,"OFFICE DEPOT, INC.",True
PV39464629486,39715.39,11/02/2018,DEPT OF COMMUNITY DEVELOPMENT,30301,DMJM AVIATION PARTNERS,True
PV99064294256,6345.87,04/10/2019,DEPT OF FAMILY AND SUPPORT SERVICES,29709,"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C",True
PVCI261133007,19042.0,01/10/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29859,JOHNSON PIPE & SUPPLY COMPANY INC,True
CVIP581635736,6836.34,01/09/2019,DEPT OF FAMILY AND SUPPORT SERVICES,1416,"VCNA PRAIRIE ILLINOIS, INC.",True
PV27852791806,6764.58,05/15/2019,DEPT OF FAMILY AND SUPPORT SERVICES,21974,"MOBILE FACILITIES OF ILL, INC.",True
PV99907813790,70684.74,11/03/2018,DEPARTMENT OF HEALTH,33371,"CDW GOVERNMENT, LLC.",True
PV27606012035,7976.7,07/31/2019,DEPARTMENT OF WATER MANAGEMENT,32528,PRIMO CENTER FOR WOMEN AND CHILDREN,True
PV39619490111,275.76,11/28/2018,DEPT OF STREETS & SANITATION,49569,"OFFICE DEPOT, INC.",True
PV99694263162,1771497.1,01/15/2019,DEPT OF GENERAL SERVICES,21974,"CDW GOVERNMENT, LLC.",True
PV27004405029,144715.61,01/28/2019,DEPT OF AVIATION,DV,KENNY CONSTRUCTION COMPANY,True
PVCI319242621,23.88,03/27/2018,DEPT OF GENERAL SERVICES,21860,HERTZ VEHICLES LLC,True
PV27608530813,2101.02,05/10/2019,DEPT OF FLEET MGMT,47754,AMERICAN EXPRESS TRAVEL RELATE,True
PV99199952099,801.35,05/18/2019,DEPT OF FAMILY AND SUPPORT SERVICES,40336,BOYS & GIRLS CLUBS OF CHICAGO,True
PVRF530978048,29577.38,04/14/2018,DEPT OF FAMILY AND SUPPORT SERVICES,DV,"NEIGHBORHOOD HOUSING SERVICES CHICAGO, INC.",True
PV99876268664,158.22,06/28/2018,DEPARTMENT OF WATER MANAGEMENT,34452,HERTZ VEHICLES LLC,True
PV99149796812,223213.57,06/03/2019,DEPARTMENT OF WATER MANAGEMENT,74381,FIRST SCRIPT,True
PVRF482815666,86962.51,10/05/2018,FIRE DEPARTMENT,47754,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,True
PV27881971412,797.21,08/01/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30015,"PROGRESSIVE INDUSTRIES, INC.",True
PV99510531277,352008.46,04/22/2018,DEPT OF BUSINESS & INFORMATION SERVICES,31001,MOTOROLA SOLUTIONS INC,True
PV27603319046,889.46,08/10/2019,DEPT OF AVIATION,73158,VERIZON WIRELESS,True
PV99176599017,5115.89,06/07/2019,DEPARTMENT OF HEALTH,30871,THOMSON WEST,True
PVCI868347814,20232.52,04/15/2018,DEPT OF FAMILY AND SUPPORT SERVICES,32528,"DELTA DEMOLITION, INC",True
PV27136802588,9008.09,11/16/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29709,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV27596102807,207029.81,04/13/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33371,G & V CONSTRUCTION CO INC,True
PV99649345136,17826.06,10/29/2018,DEPARTMENT OF HEALTH,29937,CHICAGO URBAN LEAGUE DEV CORP,True
PVRF038191588,40852.54,05/03/2018,DEPARTMENT OF HEALTH,26588,"MEDRISK, INC",True
PVCI691997138,3825.6,07/10/2018,DEPT OF STREETS & SANITATION,20293,"TPA NETWORK, INC C/O",True
CVIP517642065,69224.73,08/04/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29937,COMMONWEALTH. EDISON CO.,True
PVCI663949153,284648.8,05/29/2018,CITY CLERK,19651,"LEOPARDO COMPANIES, INC",True
PVCI927587474,2884.0,01/11/2018,DEPARTMENT OF HEALTH,28775,CENTERS FOR NEW HORIZONS 01,True
PV27082483773,294362.35,02/21/2019,DEPT OF FLEET MGMT,73158,"SOMERCOR 504, INC.",True
PV27085286306,7279.26,12/04/2018,DEPT OF FAMILY AND SUPPORT SERVICES,91165,METROPOLITAN FAMILY SERVICE,True
PV99660478191,2101.2,07/08/2018,DEPT OF GENERAL SERVICES,41708,"OFFICE DEPOT, INC.",True
PV27439241666,75701.44,05/27/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,41932,THRESHOLDS,True
PV99014301825,408.96,09/15/2018,DEPT OF AVIATION,29709,"OFFICE DEPOT, INC.",True
PV99026825484,20870.89,07/27/2018,DEPT OF AVIATION,T26824,"BUS & TRUCK OF CHICAGO, INC",True
CVIP850939577,7938.47,02/13/2019,DEPT OF GENERAL SERVICES,20293,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,True
PVCI535877304,61574.87,05/25/2019,DEPT OF FAMILY AND SUPPORT SERVICES,33469,COVENTRY WORKERS' COMP SERVICES,True
PV27954417332,6422.15,06/05/2019,DEPT OF COMMUNITY DEVELOPMENT,19550,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99949195619,2004.92,07/14/2019,DEPT OF BUSINESS & INFORMATION SERVICES,24027,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV39918680633,25123.37,10/02/2018,DEPT OF GENERAL SERVICES,29937,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",True
PVRF773090124,11219.72,01/10/2018,DEPT OF STREETS & SANITATION,47144,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV39223703459,791.21,10/04/2018,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,26313,JOHNSON PIPE & SUPPLY COMPANY INC,True
PV99036458362,4441.93,05/22/2018,DEPT OF GENERAL SERVICES,21860,"PROGRESSIVE INDUSTRIES, INC.",True
PVCI883327276,3508.12,03/28/2019,DEPT OF COMMUNITY DEVELOPMENT,24932,"OFFICE DEPOT, INC.",True
PV39575494592,154164.0,07/01/2018,DEPARTMENT OF WATER MANAGEMENT,74381,HENRY BOOTH HOUSE,True
PVRF109266969,117240.31,06/27/2018,DEPT OF GENERAL SERVICES,102621,"GRAYBAR ELECTRIC COMPANY, INC",True
PV27761705524,59.58,09/28/2018,DEPT OF GENERAL SERVICES,17739,PV HOLDING CORP,True
PV39834884181,1640.96,03/29/2018,DEPT OF GENERAL SERVICES,29709,CEPAMERICA ILLINOIS LLP,True
PV99229491585,1586.1,01/12/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24512,AT&T CORP,True
PV39441497918,22385.33,05/22/2019,DEPT OF FAMILY AND SUPPORT SERVICES,29554,SHINING STAR YOUTH & COMMUNITY SERVICES,True
PV27641128454,12.1,10/26/2019,DEPT OF GENERAL SERVICES,24027,"OFFICE DEPOT, INC.",True
PV39058565553,23125.03,06/21/2018,FIRE DEPARTMENT,67510,GENUINE PARTS COMPANY,True
PV99681676346,18568.05,01/10/2018,DEPT OF FAMILY AND SUPPORT SERVICES,15257,CHICAGO YOUTH CENTERS,True
PVCI344616363,16.08,01/12/2018,DEPT OF FAMILY AND SUPPORT SERVICES,30016,RENTAL CAR FINANCE CORP,True
PVRF941113052,8.97,07/12/2019,DEPT OF GENERAL SERVICES,47144,WHEELS LT,True
PV27535301737,134518.68,11/03/2018,DEPT OF BUSINESS & INFORMATION SERVICES,30586,HERC RENTALS INC,True
PV27106742333,34765.35,10/01/2019,DEPT OF AVIATION,75071,EL HOGAR DEL NINO INC|CLEANED-UP,True
PV27635394931,10590.54,08/14/2019,DEPT OF STREETS & SANITATION,30586,CHICAGO COMMONS ASSOCIATION,True
PVCI226667125,10547.47,08/11/2019,DEPARTMENT OF LAW,T27781,HNTB CORPORATION,True
PV27938567282,52859.66,06/16/2018,DEPT OF AVIATION,28295,JOHNSON PIPE & SUPPLY COMPANY INC,True
PVRF742616981,15708.21,08/03/2018,DEPT OF FAMILY AND SUPPORT SERVICES,24835,METROPOLITAN FAMILY SERVICE,True
PV27400486437,694.76,07/20/2019,DEPT OF STREETS & SANITATION,19847,"OFFICE DEPOT, INC.",True
PVCI648601673,3636.32,06/05/2019,DEPT OF AVIATION,T26824,CHICAGO URBAN LEAGUE DEV CORP,True
PV27541902137,4901.38,05/18/2019,DEPT OF FLEET MGMT,12687,"INDUSTRIAL FENCE, INC",True
PVRF687761197,3037.25,10/27/2018,DEPARTMENT OF CULTURAL AFFAIRS,DV,"SILK SCREEN EXPRESS, INC.",True
PV27414833875,1779.73,08/20/2018,OFFICE OF EMERGENCY COMMUNICATION,49308,CITY UTILITY EQUIPMENT SALES & LEASING COMPANY,True
PV99692317945,7.02,03/11/2019,OFFICE OF EMERGENCY COMMUNICATION,24835,"OFFICE DEPOT, INC.",True
PV27194630089,127414.62,02/23/2018,DEPT OF FLEET MGMT,15451,JOHNSON PIPE & SUPPLY COMPANY INC,True
PVRF090474995,85827.8,01/08/2019,DEPT OF GENERAL SERVICES,29709,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,True
PV99969689561,14785.64,03/01/2019,CHICAGO DEPARTMENT OF TRANSPORTATION,19539,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,True
PV99971325801,9172.03,04/24/2018,DEPT OF AVIATION,30545,OLIVE BRANCH MISSION,True
PV39122165154,17749.37,11/26/2019,DEPT OF FLEET MGMT,DV,CHICAGO COMMONS ASSOCIATION 02,True
PV27316738313,23134.98,01/29/2019,DEPT OF BUSINESS & INFORMATION SERVICES,29859,"GRAYBAR ELECTRIC COMPANY, INC",True
PV39454136415,2349.91,05/17/2019,DEPT OF FLEET MGMT,29859,HAYMARKET CENTER,True
CVIP532772810,18651.98,11/26/2018,DEPT OF FLEET MGMT,24025,HEARTLAND ALLIANCE HEALTH,True
CVIP405167488,85916.39,12/04/2018,DEPT OF FAMILY AND SUPPORT SERVICES,29742,"MEDRISK, INC",True
PV39690029294,5825.43,05/01/2018,DEPARTMENT OF POLICE,33469,NORTHSHORE UNIVERSITY HEALTHSYSTEM MEDICAL GROUP,True
PVRF177082923,5485.59,01/30/2018,DEPT OF FAMILY AND SUPPORT SERVICES,19539,MSC INDUSTRIAL SUPPLY CO,True
CVIP914534910,82340.18,09/27/2019,DEPT OF GENERAL SERVICES,28364,"MCDONAGH DEMOLITION, INC.",True
PVRF273835181,28827.36,11/28/2018,DEPT OF FAMILY AND SUPPORT SERVICES,33233,"CDW GOVERNMENT, LLC.",True
PV39408785854,432.21,05/14/2018,DEPT OF FAMILY AND SUPPORT SERVICES,17739,"OFFICE DEPOT, INC.",True
