VOUCHER NUMBER,AMOUNT,CHECK DATE,DEPARTMENT NAME,VENDOR NAME,YEAR,MONTH
PVRF174039082,1113.52,2018-11-14,DEPT OF FAMILY AND SUPPORT SERVICES,VERITEXT,2018,11
PV39705055513,594.55,2019-06-18,DEPARTMENT OF LAW,"OFFICE DEPOT, INC.",2019,6
PVRF739368084,6776.29,2019-09-10,DEPT OF FAMILY AND SUPPORT SERVICES,ADVANCE AUTO CENTER,2019,9
PV99893751262,7043.8,2019-10-14,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2019,10
PVRF089834441,7035.62,2018-09-21,DEPT OF GENERAL SERVICES,SECRETARY OF STATE,2018,9
PVCI632133586,351325.81,2019-08-21,DEPT OF STREETS & SANITATION,"SGA YOUTH & FAMILY SERVICES, NFP",2019,8
PVRF159472774,19597.87,2018-09-06,DEPT OF FAMILY AND SUPPORT SERVICES,CANON SOLUTIONS AMERICA INC,2018,9
PVRF633542235,3832.57,2018-12-10,OHARE MODERNIZATION PROJECT,CORNERSTONE COMMUNITY OUTREACH,2018,12
CVIP231779404,31946.92,2019-05-29,DEPT OF AVIATION,"WELCH BROTHERS, INC",2019,5
PVCI438791264,12884.34,2019-02-03,DEPT OF FAMILY AND SUPPORT SERVICES,"CHICAGO UNITED INDUSTRIES, LIMITED",2019,2
PV99245543966,40763.4,2018-10-15,CHICAGO PUBLIC LIBRARY,"LEOPARDO COMPANIES, INC",2018,10
PVCI254821924,1907.59,2018-04-06,DEPARTMENT OF WATER MANAGEMENT,NESTLE WATERS NORTH AMERICA,2018,4
PV99334066088,34673.54,2019-11-05,CHICAGO DEPARTMENT OF TRANSPORTATION,ALLIED WASTE TRANSPORTATION INC,2019,11
PVRF970399642,496.58,2018-04-24,DEPT OF FAMILY AND SUPPORT SERVICES,RAE PRODUCTS & CHEMICALS CORPORATION,2018,4
PV27117613190,124859.28,2019-09-26,DEPT OF COMMUNITY DEVELOPMENT,JOHNSON PIPE & SUPPLY COMPANY INC,2019,9
CVIP651431367,2887208.08,2018-06-24,DEPT OF FAMILY AND SUPPORT SERVICES,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",2018,6
PV99078934881,11476.68,2019-02-03,DEPT OF FAMILY AND SUPPORT SERVICES,TAFT STETTINIUS HOLLISTER LLP CHICAGO,2019,2
PVRF706021825,440.32,2018-12-05,DEPT OF GENERAL SERVICES,COMCAST OF CHICAGO INC,2018,12
PVCI928753780,25919.92,2018-03-21,DEPT OF GENERAL SERVICES,MSC INDUSTRIAL SUPPLY CO,2018,3
PVCI332405644,7249.59,2019-09-17,PLANNING & DEVELOPMENT,"OAKK CONSTRUCTION COMPANY, INC",2019,9
PV99807348647,4819.07,2019-05-07,DEPT OF COMMUNITY DEVELOPMENT,HERC RENTALS INC,2019,5
PV39091049644,8638.98,2019-09-14,DEPT OF FAMILY AND SUPPORT SERVICES,"INTER-CITY SUPPLY CO., INC.",2019,9
PV39064162680,20412.3,2018-08-28,DEPARTMENT OF HEALTH,"SUMIT CONSTRUCTION CO., INC.",2018,8
PV99083790854,13203.8,2018-12-28,DEPT OF FLEET MGMT,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC,2018,12
PVRF633074684,98767.64,2018-06-28,DEPT OF BUSINESS & INFORMATION SERVICES,"UNISON CONSULTING, INC.",2018,6
PV99991486079,312.5,2018-07-22,CHICAGO DEPARTMENT OF TRANSPORTATION,AT&T CORP,2018,7
CVIP862771032,14732.73,2018-11-20,FIRE DEPARTMENT,"OAKK CONSTRUCTION COMPANY, INC",2018,11
PV39532588792,96.05,2019-04-18,DEPT OF AVIATION,PV HOLDING CORP,2019,4
CVIP910049017,65.9,2019-05-24,DEPT OF BUSINESS & INFORMATION SERVICES,NORTHWESTERN MED. FAC. FOUNDATION,2019,5
PV39109194974,2908006.98,2019-10-27,DEPT OF COMMUNITY DEVELOPMENT,"LEOPARDO COMPANIES, INC",2019,10
CVIP690592784,17211.55,2019-01-31,DEPT OF AVIATION,"SILK SCREEN EXPRESS, INC.",2019,1
PV99867183095,797.15,2018-04-06,DEPARTMENT OF REVENUE,"OFFICE DEPOT, INC.",2018,4
PVCI156989871,2481.9,2018-12-07,CHICAGO PUBLIC LIBRARY,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,12
PVCI663739769,49908.76,2018-02-25,DEPT OF BUSINESS & INFORMATION SERVICES,HERC RENTALS INC,2018,2
PV27857610412,4296.26,2018-09-30,DEPT OF FLEET MGMT,"ASIAN HUMAN SERVICES, INC.",2018,9
PVCI944885525,2146.82,2019-01-03,DEPT OF GENERAL SERVICES,AT&T CORP,2019,1
PVRF695657850,40992.07,2018-10-04,DEPARTMENT OF WATER MANAGEMENT,HERC RENTALS INC,2018,10
PV27150897301,7918.81,2019-01-15,DEPARTMENT OF WATER MANAGEMENT,G & V CONSTRUCTION CO INC,2019,1
PVCI163438024,45117.66,2018-10-22,DEPT OF COMMUNITY DEVELOPMENT,CARE PLUS LLC,2018,10
PVRF831108445,2785.27,2018-04-15,DEPT OF BUSINESS & INFORMATION SERVICES,AT&T CORP,2018,4
CVIP007967013,14617.52,2018-01-03,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,G & V CONSTRUCTION CO INC,2018,1
PVRF592237748,58744.75,2018-11-12,DEPT OF AVIATION,PITNEY BOWES GLOBAL FINANCIAL,2018,11
CVIP240708511,17.7,2018-08-05,DEPT OF GENERAL SERVICES,HERTZ VEHICLES LLC,2018,8
PVRF356136978,60874.98,2018-06-23,DEPT OF COMMUNITY DEVELOPMENT,A SAFE HAVEN FOUNDATION,2018,6
PV39634751147,13521.54,2019-07-29,DEPARTMENT OF WATER MANAGEMENT,AT&T CORP,2019,7
PV39349040797,5087.59,2018-09-27,DEPT OF FAMILY AND SUPPORT SERVICES,BOYS & GIRLS CLUBS OF CHICAGO,2018,9
PVCI845289462,9631.25,2019-02-09,OHARE MODERNIZATION PROJECT,"GRAYBAR ELECTRIC COMPANY, INC",2019,2
CVIP742210730,67290.54,2019-07-29,DEPARTMENT OF BUILDINGS,HNTB CORPORATION,2019,7
PV39849401556,139426.83,2018-01-02,CHICAGO DEPARTMENT OF TRANSPORTATION,AIR ONE EQUIPMENT INC,2018,1
PV27749518529,49315.7,2018-08-05,DEPT OF BUSINESS & INFORMATION SERVICES,"IT TAKES A VILLAGE CHILD CARE SERVICES, INC",2018,8
PV99964024696,7539.5,2019-01-21,DEPT OF AVIATION,VICTORIA LEGAL & CORPORATE SERVICES,2019,1
PV27726592215,11331.7,2019-01-03,DEPT OF FAMILY AND SUPPORT SERVICES,PERK PRODUCTS INC,2019,1
PVRF538204119,342.16,2019-03-11,DEPT OF GENERAL SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2019,3
CVIP948089989,36158.79,2019-09-17,DEPT OF GENERAL SERVICES,SET ENVIRONMENTAL INC,2019,9
PV99722810848,28703.2,2019-08-11,OFFICE OF EMERGENCY COMMUNICATION,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,8
PV99269028899,21900.0,2018-08-23,DEPT OF GENERAL SERVICES,THRESHOLDS,2018,8
PV27198911350,966.42,2019-07-26,PLANNING & DEVELOPMENT,"OFFICE DEPOT, INC.",2019,7
PVRF376814975,9001.46,2019-06-30,DEPT OF FAMILY AND SUPPORT SERVICES,THRESHOLDS,2019,6
PVRF549967912,7423.14,2018-11-16,DEPT OF BUSINESS & INFORMATION SERVICES,"INTER-CITY SUPPLY CO., INC.",2018,11
PV99695693463,8133.9,2019-03-16,CHICAGO DEPARTMENT OF TRANSPORTATION,CORNERSTONE COMMUNITY OUTREACH,2019,3
PV99973761199,14878.95,2018-03-27,DEPT OF FAMILY AND SUPPORT SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2018,3
CVIP734344366,7386.11,2019-05-14,DEPT OF GENERAL SERVICES,HERC RENTALS INC,2019,5
PVRF527858668,50344.32,2018-11-28,DEPT OF GENERAL SERVICES,CANON SOLUTIONS AMERICA INC,2018,11
PVCI273823732,244.78,2018-05-26,DEPT OF FAMILY AND SUPPORT SERVICES,PITNEY BOWES GLOBAL FINANCIAL,2018,5
PV99083568146,643.78,2018-12-06,DEPT OF BUSINESS & INFORMATION SERVICES,P V HOLDING CORP,2018,12
PVCI634605481,42453.68,2019-01-30,DEPT OF FAMILY AND SUPPORT SERVICES,"LANDRUM & BROWN, INC",2019,1
CVIP467773572,3584.66,2018-06-15,DEPT OF STREETS & SANITATION,SEVEN-D CONSTRUCTION CO.,2018,6
PVCI132409448,396.74,2019-03-28,DEPARTMENT OF LAW,HERTZ VEHICLES LLC,2019,3
PV99430717496,12631.01,2019-01-29,OFFICE OF EMERGENCY COMMUNICATION,"OAKK CONSTRUCTION COMPANY, INC",2019,1
PV39581971810,1010.05,2018-08-31,DEPT OF GENERAL SERVICES,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,2018,8
PV27966395202,293581.35,2019-09-26,DEPT OF FAMILY AND SUPPORT SERVICES,DELL MARKETING LP.,2019,9
PV99098441242,1197.53,2019-02-01,CHICAGO PUBLIC LIBRARY,AT&T CORP,2019,2
PVRF876948642,222.92,2018-04-20,DEPT OF AVIATION,THOMSON WEST,2018,4
PV27474017879,19480.19,2019-10-19,DEPT OF FAMILY AND SUPPORT SERVICES,"VCNA PRAIRIE ILLINOIS, INC.",2019,10
PV39804933306,241097.07,2018-03-30,DEPARTMENT OF LAW,WORLD FUEL SERVICES INC,2018,3
PV39056355535,109364.05,2018-07-26,DEPT OF FAMILY AND SUPPORT SERVICES,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,2018,7
PVCI011035600,13483.17,2019-04-10,CHICAGO DEPARTMENT OF TRANSPORTATION,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2019,4
PV27177065456,69002.4,2018-04-09,DEPARTMENT OF LAW,VORTEX ADVISORS LLC,2018,4
PV39911359416,5786.47,2018-01-30,DEPT OF FAMILY AND SUPPORT SERVICES,QUANTUM SERVICES CO,2018,1
PVCI302784017,6750.35,2019-11-21,DEPT OF FLEET MGMT,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2019,11
PV39565155886,5931.74,2018-01-25,DEPARTMENT OF CULTURAL AFFAIRS,UNIVERSITY OF CHICAGO 03,2018,1
PV39630393481,11.49,2018-11-13,DEPT OF GENERAL SERVICES,HERTZ VEHICLES LLC,2018,11
PV99968520859,14420.34,2019-03-10,DEPT OF FLEET MGMT,RELIABLE CONTRACTING & EQUIP.,2019,3
PV39110033931,9458.21,2019-03-27,DEPT OF BUSINESS & INFORMATION SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2019,3
PV99567988876,455.97,2019-08-09,FIRE DEPARTMENT,"OFFICE DEPOT, INC.",2019,8
CVIP813208547,37513.9,2018-12-21,DEPT OF FAMILY AND SUPPORT SERVICES,ENTERPRISE LEASING CO OF CHICAGO,2018,12
PVCI594354747,303042.63,2019-07-13,DEPT OF FAMILY AND SUPPORT SERVICES,"CDW GOVERNMENT, LLC.",2019,7
PVRF830420620,41080.38,2019-07-31,DEPT OF BUSINESS & INFORMATION SERVICES,"SUMIT CONSTRUCTION CO., INC.",2019,7
CVIP619548884,9739.79,2018-07-01,DEPT OF AVIATION,"INGRAM LIBRARY SERVICES, INC",2018,7
PV27013643895,360.49,2019-09-22,OHARE MODERNIZATION PROJECT,"OFFICE DEPOT, INC.",2019,9
PV27934213547,326371.94,2018-08-11,DEPT OF GENERAL SERVICES,WASTE MANAGEMENT OF ILLINOIS,2018,8
PVCI568716098,1125.2,2019-01-29,DEPT OF FAMILY AND SUPPORT SERVICES,"ONE CALL MEDICAL, INC. - DBA ONE CALL CARE DIAGNOSTICS",2019,1
PV99321063244,2649.7,2019-06-30,DEPT OF GENERAL SERVICES,"LEOPARDO COMPANIES, INC",2019,6
PVRF005622683,10164.22,2019-04-11,DEPT OF AVIATION,"GRAYBAR ELECTRIC COMPANY, INC",2019,4
PV27195834020,46029.58,2018-05-26,OFFICE OF EMERGENCY COMMUNICATION,"NEIGHBORHOOD HOUSING SERVICES CHICAGO, INC.",2018,5
PVCI254356946,4934.12,2018-09-13,DEPT OF STREETS & SANITATION,OLIVE BRANCH MISSION,2018,9
PV99532089906,3685.88,2018-10-26,DEPT OF COMMUNITY DEVELOPMENT,PALM ELECTRIC COMPANY,2018,10
PV27002311238,2459.53,2018-07-11,DEPT OF FLEET MGMT,"BUS & TRUCK OF CHICAGO, INC",2018,7
CVIP798666987,7558.56,2018-05-23,DEPT OF FAMILY AND SUPPORT SERVICES,"MEDRISK, INC",2018,5
PV27668768307,19530.49,2018-04-14,DEPT OF FLEET MGMT,SAFER FOUNDATION 01,2018,4
PVCI676635328,7892.63,2018-07-20,CHICAGO PUBLIC LIBRARY,MICHAEL REESE RESEARCH & EDUCATION FOUNDATION,2018,7
PV99949916064,62853.27,2018-02-07,DEPARTMENT OF HEALTH,"SOMERCOR 504, INC.",2018,2
PVCI698463788,7207.85,2018-03-02,CHICAGO PUBLIC LIBRARY,BOYS & GIRLS CLUBS OF CHICAGO,2018,3
PVRF151546508,13859.15,2019-09-09,DEPT OF COMMUNITY DEVELOPMENT,"EASTER SEALS METROPOLITAN CHICAGO, INC.",2019,9
PVCI119456628,6304.01,2018-09-14,DEPARTMENT OF WATER MANAGEMENT,"ONE CALL MEDICAL, INC. - DBA ONE CALL CARE DIAGNOSTICS",2018,9
PV27919496492,19932.22,2019-07-13,DEPT OF GENERAL SERVICES,"SUMIT CONSTRUCTION CO., INC.",2019,7
PVCI228022758,34818.09,2018-07-23,DEPT OF GENERAL SERVICES,"GRAYBAR ELECTRIC COMPANY, INC",2018,7
PV39257534859,29.65,2018-06-07,DEPARTMENT OF WATER MANAGEMENT,RENTAL CAR FINANCE CORP,2018,6
PVCI431486628,15027.22,2018-10-06,DEPT OF FAMILY AND SUPPORT SERVICES,FIRST SCRIPT,2018,10
PV99528160295,15136.15,2018-08-12,CHICAGO PUBLIC LIBRARY,"INGRAM LIBRARY SERVICES, INC",2018,8
PVRF953150686,3056.94,2018-02-08,DEPT OF AVIATION,CHICAGO URBAN LEAGUE DEV CORP,2018,2
PV27082332854,13375.31,2019-08-22,DEPT OF GENERAL SERVICES,POSTAGE BY PHONE,2019,8
CVIP193460670,14400.24,2019-07-23,DEPT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,2019,7
PV39975401965,442625.14,2018-09-29,DEPT OF BUSINESS & INFORMATION SERVICES,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO,2018,9
PV99331815550,185.98,2018-08-12,DEPT OF FAMILY AND SUPPORT SERVICES,NESTLE WATERS NORTH AMERICA,2018,8
PVCI108313808,835.58,2018-07-25,DEPT OF COMMUNITY DEVELOPMENT,SERVICE SANITATION,2018,7
PV39251286722,656.34,2018-11-11,DEPT OF FAMILY AND SUPPORT SERVICES,"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C",2018,11
CVIP512778950,1969.34,2018-07-08,DEPT OF FAMILY AND SUPPORT SERVICES,CONNECT CHICAGO ALLIANCE JV - MANUAL ADJUSTMENT - OVERRIDE APPROVED,2018,7
PV99048621531,666113.53,2018-03-09,DEPT OF AVIATION,KENNY CONSTRUCTION COMPANY,2018,3
PVCI911455374,3173.87,2019-06-02,DEPARTMENT OF LAW,"INTER-CITY SUPPLY CO., INC.",2019,6
PVRF139349861,16357.33,2018-10-11,DEPT OF GENERAL SERVICES,HERC RENTALS INC,2018,10
PVCI374307495,18985.13,2018-09-10,DEPARTMENT OF REVENUE,BUILDERS CHICAGO CORPORATION,2018,9
PV99078238339,5734.23,2018-10-11,DEPT OF AVIATION,MSC INDUSTRIAL SUPPLY CO,2018,10
PVCI757522174,11566.24,2018-09-19,DEPT OF FAMILY AND SUPPORT SERVICES,AECOM TECHNICAL SERVICES,2018,9
PV39826682399,4627.92,2019-09-10,DEPT OF FAMILY AND SUPPORT SERVICES,"SILK SCREEN EXPRESS, INC.",2019,9
PVRF192362439,259.32,2019-01-22,DEPT OF GENERAL SERVICES,"TPA NETWORK, INC C/O",2019,1
PVCI845333343,1039.25,2019-08-10,DEPT OF GENERAL SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2019,8
PVRF566771820,1366.11,2018-08-04,OFFICE OF BUDGET & MANAGEMENT,ADVANCE AUTO CENTER,2018,8
PV27959965945,539.9,2019-01-20,DEPT OF FAMILY AND SUPPORT SERVICES,"PROGRESSIVE INDUSTRIES, INC.",2019,1
CVIP293296630,6998.02,2019-10-03,DEPARTMENT OF FINANCE,"DELTA DEMOLITION, INC",2019,10
PV99125805230,3369.97,2019-07-08,DEPARTMENT OF CULTURAL AFFAIRS,COMCAST OF CHICAGO INC,2019,7
PV39962686500,10483.71,2018-12-23,DEPARTMENT OF HEALTH,"BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508, COUNTY OF COOK & STATE OF ILLINOIS",2018,12
PV27238512689,1542.12,2019-01-17,DEPT OF FAMILY AND SUPPORT SERVICES,MIDWEST ORTHOPAEDIC CONSULTANT,2019,1
PVCI336873609,1969539.23,2018-08-07,DEPT OF GENERAL SERVICES,WASTE MANAGEMENT OF ILLINOIS,2018,8
PVRF351414061,48576.28,2018-08-12,DEPT OF AVIATION,PRODUCTION DISTRIBUTION COMPANIES,2018,8
PV27831101572,12678.69,2019-11-27,DEPT OF GENERAL SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,11
PV99444945344,50739.54,2018-05-20,DEPT OF GENERAL SERVICES,"SOMERCOR 504, INC.",2018,5
PV27988752263,752.82,2018-04-13,DEPT OF AVIATION,BRIDGES COURT REPORTING,2018,4
PV99919349403,15186.43,2019-10-20,FIRE DEPARTMENT,"NEIGHBORHOOD HOUSING SERVICES CHICAGO, INC.",2019,10
PV99927036209,11689.5,2018-06-16,DEPT OF FAMILY AND SUPPORT SERVICES,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,2018,6
PVRF245188968,12290.21,2018-10-13,DEPARTMENT OF HEALTH,"RICONDO & ASSOCIATES, INC.",2018,10
PV27374894878,6757.05,2018-05-30,OFFICE OF SPECIAL EVENTS,UNIVERSITY OF CHICAGO 03,2018,5
PV99466928248,6679.18,2018-03-10,CITY CLERK,"INGRAM LIBRARY SERVICES, INC",2018,3
PV39219452687,4213.39,2018-09-20,FIRE DEPARTMENT,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,9
PV27031514356,29.29,2018-12-23,DEPT OF BUSINESS & INFORMATION SERVICES,PV HOLDING CORP,2018,12
PV27872355917,162.29,2018-02-11,DEPT OF FAMILY AND SUPPORT SERVICES,"OFFICE DEPOT, INC.",2018,2
PV39842372784,3008.14,2018-12-29,DEPT OF FAMILY AND SUPPORT SERVICES,"TERRACON CONSULTANTS, INC.",2018,12
PV99778304206,6609.7,2019-01-20,DEPARTMENT OF CULTURAL AFFAIRS,"KOREAN AMERICAN COMMUNITY SERVICES, INC.",2019,1
PVRF804518237,754.33,2019-08-07,DEPT OF GENERAL SERVICES,"OFFICE DEPOT, INC.",2019,8
PV27853092392,69401.62,2019-01-24,DEPT OF FAMILY AND SUPPORT SERVICES,PRODUCTION DISTRIBUTION COMPANIES,2019,1
PVCI728260676,425109.19,2018-01-20,DEPT OF AVIATION,"F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC",2018,1
PV39229216738,4041.79,2018-10-22,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,MIDWEST ORTHOPAEDIC CONSULTANT,2018,10
PV27424339608,10372.67,2018-10-02,DEPT OF AVIATION,CENTERS FOR NEW HORIZONS 01,2018,10
PV39160676985,3717.4,2018-03-25,DEPT OF FLEET MGMT,VERIZON WIRELESS,2018,3
PV99345150572,4348.36,2019-10-02,DEPARTMENT OF WATER MANAGEMENT,NORTHWESTERN UNIVERSITY SETTLEMENT ASSOCIATION,2019,10
PVCI895992070,139081.3,2018-03-09,DEPARTMENT OF WATER MANAGEMENT,"CHICAGO UNITED INDUSTRIES, LIMITED",2018,3
PV39394203940,10776.93,2019-07-18,CHICAGO DEPARTMENT OF TRANSPORTATION,COMMONWEALTH. EDISON CO.,2019,7
PV39391842153,48837.3,2018-02-13,CHICAGO DEPARTMENT OF TRANSPORTATION,AIDS FOUNDATION OF CHICAGO|CLEANED-UP,2018,2
PV27482461287,587.63,2019-06-14,DEPT OF FAMILY AND SUPPORT SERVICES,JOHNSON PIPE & SUPPLY COMPANY INC,2019,6
PVRF331781494,22.53,2018-07-15,DEPT OF FAMILY AND SUPPORT SERVICES,SCR MEDICAL TRANSPORTATIONS INC LS,2018,7
PV99163117313,724.41,2019-10-09,DEPT OF FLEET MGMT,NORTHWESTERN MED. FAC. FOUNDATION,2019,10
PV99524429776,6130.57,2019-05-10,DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION,MCKESSON - MEDICAL-SURGICAL GOVERNMENT SOLUTIONS LLC - URGENT - SAME DAY WIRE TRANSFER,2019,5
PV27420561214,3069.54,2019-03-14,DEPT OF FAMILY AND SUPPORT SERVICES,HEKTOEN INSTITUTE FOR MEDICAL RESEARCH LLC.,2019,3
PVRF666670488,124881.88,2018-08-07,DEPARTMENT OF CULTURAL AFFAIRS,AIR ONE EQUIPMENT INC,2018,8
PV99842476221,7.3,2018-10-23,CHICAGO DEPARTMENT OF TRANSPORTATION,RENTAL CAR FINANCE CORP,2018,10
CVIP500782942,2943.54,2018-09-16,CHICAGO DEPARTMENT OF TRANSPORTATION,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2018,9
CVIP423445198,20301.16,2019-05-01,DEPT OF GENERAL SERVICES,"KOREAN AMERICAN COMMUNITY SERVICES, INC.",2019,5
PV27128850714,14586.0,2018-05-01,DEPT OF FLEET MGMT,AZTEC SUPPLY CORPORATION,2018,5
PV27365753341,24350.69,2019-03-21,DEPT OF BUSINESS & INFORMATION SERVICES,"CHRISTOFANO EQUIPMENT CO., INC.",2019,3
PVRF782988692,1532.04,2018-06-26,DEPARTMENT OF FINANCE,BOYS & GIRLS CLUBS OF CHICAGO,2018,6
PVCI377372991,227.78,2019-02-13,DEPT OF GENERAL SERVICES,VERITEXT,2019,2
CVIP785924475,4440.91,2018-03-25,CHICAGO DEPARTMENT OF TRANSPORTATION,ALL CHICAGO MAKING HOMELESSNESS HISTORY,2018,3
PV39155446953,27583.67,2018-04-22,DEPT OF AVIATION,"TERRACON CONSULTANTS, INC.",2018,4
PVCI993155678,1853713.84,2018-04-15,DEPT OF AVIATION,CHICAGO TRANSITY AUTHORITY.,2018,4
PVRF648775760,3805.09,2018-02-02,DEPT OF FAMILY AND SUPPORT SERVICES,"INGRAM LIBRARY SERVICES, INC",2018,2
PVCI787197765,157808.36,2018-08-10,DEPT OF GENERAL SERVICES,YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO,2018,8
PV27990381707,1234537.39,2018-01-29,DEPT OF GENERAL SERVICES,DELL MARKETING LP.,2018,1
PV99430715895,77590.03,2019-02-12,CHICAGO PUBLIC LIBRARY,PEOPLE'S GAS LIGHTS & COKE COOK FLEET|CLEANED-UP,2019,2
PV99657598642,1853.95,2019-11-05,DEPARTMENT OF CULTURAL AFFAIRS,THOMSON WEST,2019,11
PV99842535311,5146.0,2019-04-22,CHICAGO PUBLIC LIBRARY,HOWARD AREA COMMUNITY CENTER 01,2019,4
PV27175984174,586.53,2019-07-15,DEPT OF FLEET MGMT,COMCAST OF CHICAGO INC,2019,7
PVCI394618997,2455.63,2018-02-06,DEPARTMENT OF WATER MANAGEMENT,"INGRAM LIBRARY SERVICES, INC",2018,2
PVCI422281355,28.33,2019-06-07,DEPT OF FLEET MGMT,HERTZ VEHICLES LLC,2019,6
PV39171875718,242143.23,2019-09-13,DEPARTMENT OF WATER MANAGEMENT,JACOBS ENGINEERING GROUP INC,2019,9
PV99672544893,59265.64,2019-09-29,DEPT OF GENERAL SERVICES,ALL CHICAGO MAKING HOMELESSNESS HISTORY,2019,9
PV27033058232,76330.61,2018-10-07,DEPT OF FAMILY AND SUPPORT SERVICES,UNIVERSITY OF CHICAGO 03,2018,10
PV27425458760,165533.22,2018-08-24,DEPT OF FAMILY AND SUPPORT SERVICES,WORLD FUEL SERVICES INC,2018,8
PVCI306394313,7027.25,2019-07-31,DEPT OF FAMILY AND SUPPORT SERVICES,G & V CONSTRUCTION CO INC,2019,7
CVIP117029434,18181.01,2019-09-05,DEPT OF FAMILY AND SUPPORT SERVICES,"CHRISTOFANO EQUIPMENT CO., INC.",2019,9
CVIP576837507,50.8,2019-06-24,CHICAGO DEPARTMENT OF TRANSPORTATION,WHEELS LT,2019,6
PVRF430772078,57713.91,2019-03-14,FIRE DEPARTMENT,BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,2019,3
PVRF270665808,45.02,2018-07-01,DEPT OF FAMILY AND SUPPORT SERVICES,RENTAL CAR FINANCE CORP,2018,7
PV27390757151,41532.6,2019-01-23,DEPT OF COMMUNITY DEVELOPMENT,HENRY BOOTH HOUSE,2019,1
PVRF756870560,210789.16,2018-02-01,DEPT OF GENERAL SERVICES,ALLIED WASTE TRANSPORTATION INC,2018,2
PV27378022078,63.96,2018-01-21,CHICAGO DEPARTMENT OF TRANSPORTATION,"OFFICE DEPOT, INC.",2018,1
PVRF492001353,1304.54,2018-07-20,DEPT OF GENERAL SERVICES,"URLAUB, BOWEN & ASSOCIATES. INC. - MANUAL CORRECTION - AMOUNT ADJUSTMENT",2018,7
PV99908237383,8058.67,2018-02-18,DEPARTMENT OF WATER MANAGEMENT,"ERIE FAMILY HEALTH CENTER, INC.",2018,2
CVIP581124164,8575.13,2018-10-24,DEPT OF GENERAL SERVICES,"CHICAGO UNITED INDUSTRIES, LIMITED",2018,10
PVCI720378572,6426.25,2019-08-26,DEPT OF FAMILY AND SUPPORT SERVICES,ROOT BROTHERS.MANUFACTURING & SUPPLY CO.,2019,8
PV99845598383,6042.51,2018-11-10,DEPT OF FAMILY AND SUPPORT SERVICES,CHICAGO COMMONS ASSOCIATION,2018,11
PV39079629009,36.66,2019-03-21,DEPT OF FAMILY AND SUPPORT SERVICES,WHEELS LT,2019,3
PVRF521641431,78.84,2019-01-02,DEPARTMENT OF LAW,WHEELS LT,2019,1
PVRF847135078,7287.26,2018-02-18,DEPT OF FAMILY AND SUPPORT SERVICES,HOWARD BROWN HEALTH CENTER,2018,2
CVIP895848345,6396.27,2018-10-04,DEPT OF FAMILY AND SUPPORT SERVICES,"SGA YOUTH & FAMILY SERVICES, NFP",2018,10
PV27117762295,31518.51,2019-03-27,DEPARTMENT OF FINANCE,"SUMIT CONSTRUCTION CO., INC.",2019,3
PVRF201968395,113637.69,2019-09-13,DEPT OF BUSINESS & INFORMATION SERVICES,AECOM TECHNICAL SERVICES,2019,9
CVIP075892783,2712.7,2018-04-04,DEPARTMENT OF LAW,"OFFICE DEPOT, INC.",2018,4
CVIP521131615,6912.17,2018-07-20,FIRE DEPARTMENT,JOHNSON PIPE & SUPPLY COMPANY INC,2018,7
PVCI546034933,776.18,2018-09-08,DEPT OF FAMILY AND SUPPORT SERVICES,GREATER ILLINOIS TITLE COMPANY,2018,9
PV99243100938,155524.18,2018-03-18,DEPT OF BUSINESS & INFORMATION SERVICES,CENTERS FOR NEW HORIZONS 01,2018,3
PVRF762928753,17088.88,2019-04-12,CHICAGO PUBLIC LIBRARY,"HENRY FRERK SONS, INC.",2019,4
CVIP839142034,1853.67,2019-06-19,CITY CLERK,OZINGA READY MIX CONCRETE INC,2019,6
